ID,Player,Team,Position,Status,Opponent,FPts,FP/G,GP,FG-,3PTM,FT-,PTS,OREB,REB,AST,ST,BLK,TO,TF,EJ,3D,2D
*04qrx*,Josh Okogie,HOU,"G,F,Flx",FA,,1973,27.4,72,252,66,53,529,109,251,105,56,34,63,1,0,0,2
*05g3q*,Gabe Vincent,LAL,"G,Flx",FA,,1971,28.99,68,339,117,10,641,27,145,167,62,5,92,0,0,0,0
*049s5*,Dennis Smith,(N/A),"G,Flx",FA,,1964,36.37,54,266,24,28,474,27,167,261,75,25,82,5,0,0,1
*04ex5*,Thomas Bryant,IND,"C,Flx",FA,,1952,33.08,59,139,26,33,579,86,339,31,16,30,38,1,0,0,9
*06218*,Jeremy Sochan,SA,"F,C,Flx",ROMO,,1951,34.84,56,302,33,35,614,95,295,142,43,23,97,2,0,0,2
*05qtr*,Devin Vassell,SA,"G,F,Flx",PRO,,1949,51.29,38,334,103,22,703,8,148,136,43,17,57,0,0,0,0
*03r7m*,Cedi Osman,(N/A),"F,Flx",FA,,1947,25.29,77,291,116,33,669,25,176,115,35,11,52,0,0,0,1
*04qsb*,Devonte Graham,(N/A),"G,Flx",FA,,1941,26.59,73,270,119,33,539,19,122,196,45,16,53,0,0,0,0
*02ym0*,Andrew Wiggins,MIA,"G,F,Flx",J&J,,1933,52.24,37,279,89,28,633,61,186,85,45,28,48,0,0,0,3
*03ad5*,Trey Lyles,SAC,"F,Flx",FA,,1912,25.84,74,221,87,23,562,68,300,66,27,31,64,4,1,0,1
*03ad3*,Karl-Anthony Towns,NY,"C,Flx",BabyOil,,1903,65.62,29,216,60,17,602,48,236,140,20,17,86,4,0,0,9
*042o9*,Georges Niang,UTA,"F,Flx",FA,,1900,24.36,78,280,154,6,637,19,185,77,30,14,54,3,0,0,0
*02nf9*,Andre Drummond,PHI,"C,Flx",EE,,1897,28.31,67,108,0,58,399,138,444,33,45,27,75,2,0,0,8
*04qs2*,Moritz Wagner,ORL,"C,Flx",FA,,1893,33.21,57,198,51,29,600,69,259,84,37,13,68,2,1,0,3
*03e6z*,Joe Harris,(N/A),"G,F,Flx",FA,,1890,25.54,74,239,142,10,562,23,164,101,34,13,41,0,0,0,0
*03lg1*,Ben Simmons,LAC,"G,Flx",FA,,1880,44.76,42,102,0,32,291,40,263,256,54,24,97,5,1,1,4
*05uul*,Jose Alvarado,NO,"G,Flx",TRH,,1876,30.75,61,288,83,15,550,28,141,186,67,10,81,3,1,0,0
*05uiw*,Isaiah Jackson,IND,"C,Flx",FA,,1875,29.76,63,139,2,51,455,113,282,51,31,93,51,3,0,0,5
*027ov*,Alec Burks,MIA,"G,Flx",FA,,1869,36.65,51,259,99,35,652,19,158,114,38,8,58,0,0,0,0
*05uug*,Sam Hauser,BOS,"F,Flx",FA,,1861,23.26,80,216,140,5,512,35,204,71,29,21,30,0,0,0,0
*05uj0*,Bones Hyland,MIN,"G,Flx",FA,,1859,33.2,56,343,117,16,659,20,135,172,39,15,82,8,0,0,1
*051op*,Rui Hachimura,LAL,"F,Flx",BabyOil,,1849,29.35,63,300,51,31,707,53,283,58,19,26,53,0,0,0,2
*05qsk*,Isaac Okoro,CHI,"G,F,Flx",FA,,1842,24.24,76,179,62,25,490,52,187,87,56,30,42,0,0,0,0
*04t8w*,Kenrich Williams,OKC,"F,Flx",FA,,1830,34.53,53,167,50,22,425,97,261,105,45,14,32,3,0,0,2
*0484l*,Damion Lee,PHO,"G,Flx",FA,,1826,24.68,74,252,110,10,604,39,225,99,30,7,78,6,0,0,0
*05ux3*,Jordan Goodwin,PHO,"G,Flx",FA,,1825,29.44,62,195,38,16,407,57,205,168,58,26,57,1,0,0,0
*05uif*,Jalen Suggs,ORL,"G,Flx",FA,,1819,34.32,53,258,66,33,524,55,161,155,67,27,94,5,1,0,0
*04ewd*,Luke Kennard,ATL,"G,Flx",FA,,1819,30.83,59,194,133,2,546,15,158,91,32,5,46,1,0,0,0
*03r7v*,Pat Connaughton,CHA,"G,F,Flx",FA,,1788,29.31,61,256,109,14,466,50,283,77,37,11,33,0,0,0,2
*051pn*,Jaylen Nowell,(N/A),"G,Flx",FA,,1787,27.49,65,345,67,22,704,36,170,132,42,5,65,4,0,0,0
*0621f*,AJ Griffin,(N/A),"F,Flx",FA,,1784,24.78,72,285,101,5,639,37,153,73,42,12,42,0,0,0,0
*05qtm*,Precious Achiuwa,NY,"F,C,Flx",FA,,1772,32.22,55,208,29,37,508,100,328,50,31,30,59,2,0,0,10
*05qti*,Josh Green,CHA,"G,F,Flx",FA,,1758,29.3,60,177,68,26,546,55,182,103,42,5,72,3,0,0,1
*0621j*,Malaki Branham,WAS,"G,Flx",FA,,1726,26.15,66,342,77,12,673,28,181,127,33,7,76,0,0,0,0
*04qrm*,Collin Sexton,CHA,"G,Flx",DBD,,1697,35.35,48,231,48,36,685,37,105,138,27,6,85,0,0,0,1
*05uuv*,Trendon Watford,PHI,"F,Flx",FA,,1693,27.31,62,142,25,28,459,42,238,130,32,12,71,1,0,0,3
*05uiu*,Jalen Johnson,ATL,"F,Flx",FA,,1667,23.81,70,164,30,29,395,51,282,83,38,34,41,1,0,0,1
*05qt6*,Jordan Nwora,(N/A),"F,Flx",FA,,1667,26.89,62,251,86,18,542,51,229,88,24,14,66,0,0,0,1
*027pf*,Cory Joseph,ORL,"G,Flx",FA,,1659,26.76,62,201,70,15,427,21,106,217,34,9,56,0,0,0,0
*03avi*,Doug McDermott,SAC,"F,Flx",FA,,1653,25.83,64,284,123,17,654,24,139,91,13,6,58,0,0,0,0
*05ujt*,Aaron Wiggins,OKC,"G,F,Flx",EE,,1652,23.6,70,177,48,12,479,68,210,80,39,15,55,0,0,0,1
*0621e*,Mark Williams,PHO,"C,Flx",TRUMP,,1629,37.88,43,91,0,30,387,93,304,18,28,45,40,0,0,0,11
*05uij*,Davion Mitchell,MIA,"G,Flx",FA,,1628,20.35,80,218,63,6,450,16,105,185,44,15,62,0,0,0,0
*05uuq*,Jock Landale,MEM,"C,Flx",FA,,1624,23.54,69,159,21,26,456,119,280,68,16,30,59,0,0,0,3
*05qvg*,Anthony Lamb,(N/A),"F,Flx",FA,,1611,25.98,62,166,73,14,415,56,215,96,28,20,54,1,0,0,0
*049ki*,Marvin Bagley,WAS,"F,C,Flx",FA,,1586,37.76,42,180,19,27,504,94,269,36,19,30,46,1,0,0,8
*03r7e*,Cameron Payne,NY,"G,Flx",FA,,1579,32.9,48,265,68,15,493,12,106,214,33,8,81,2,0,0,3
*038ia*,Seth Curry,CHA,"G,Flx",FA,,1564,25.64,61,241,94,4,561,13,100,99,36,7,51,1,0,0,0
*04qrv*,Lonnie Walker,PHI,"G,Flx",FA,,1564,27.93,56,291,91,15,654,14,109,64,30,17,46,0,0,0,0
*04qs4*,Robert Williams,POR,"C,Flx",FA,,1562,44.63,35,43,0,16,279,104,292,50,22,48,34,2,0,0,6
*04vu2*,Wenyen Gabriel,(N/A),"F,Flx",FA,,1532,22.53,68,105,10,32,372,116,286,36,26,35,46,0,0,0,0
*031lp*,Victor Oladipo,(N/A),"G,Flx",FA,,1528,36.38,42,243,70,20,449,16,128,146,57,12,87,0,0,0,0
*05qst*,Paul Reed,DET,"C,Flx",FA,,1521,22.04,69,85,1,13,287,112,262,27,46,51,45,0,0,0,5
*05uis*,Tre Mann,CHA,"G,Flx",FA,,1517,22.64,67,304,81,13,517,27,155,120,40,11,62,0,0,1,1
*05uix*,Usman Garuba,(N/A),"F,Flx",FA,,1516,20.21,75,91,24,18,225,120,307,64,44,29,47,3,0,0,0
*051p0*,Matisse Thybulle,POR,"G,F,Flx",FA,,1504,21.18,71,143,54,9,293,40,140,53,83,32,24,1,0,0,0
*02ng3*,Khris Middleton,WAS,"F,Flx",FA,,1496,45.33,33,229,51,10,497,28,140,163,23,5,71,2,0,0,4
*05qsx*,Obi Toppin,IND,"F,Flx",FA,,1487,22.19,67,232,85,9,497,29,187,66,23,12,38,0,0,0,0
*049sa*,Hamidou Diallo,(N/A),"G,Flx",FA,,1486,26.54,56,160,5,61,522,57,194,55,53,16,71,5,1,0,0
*02q81*,P.J. Tucker,NY,"F,Flx",FA,,1470,19.6,75,129,55,4,266,95,295,60,39,15,44,6,0,0,0
*027oq*,Bismack Biyombo,SA,"C,Flx",FA,,1448,23.74,61,87,0,45,263,89,260,56,18,88,51,1,0,0,3
*03kqi*,Joe Ingles,MIN,"F,Flx",FA,,1399,30.41,46,140,83,3,317,13,128,150,33,6,55,6,0,0,1
*042n8*,Taurean Prince,MIL,"G,F,Flx",FA,,1383,25.61,54,202,74,12,493,15,132,84,28,15,69,3,1,0,0
*03apx*,Gary Harris,MIL,"G,Flx",FA,,1379,28.73,48,169,94,3,397,21,98,59,45,12,28,2,0,0,0
*056aq*,Terence Davis,SAC,"G,Flx",FA,,1375,21.48,64,210,89,9,431,20,139,67,43,12,53,4,0,0,0
*0621m*,David Roddy,ATL,"F,Flx",FA,,1372,19.6,70,240,65,24,466,50,193,59,29,19,57,0,0,0,0
*03927*,JaMychal Green,(N/A),"F,Flx",FA,,1366,23.96,57,116,42,15,366,72,205,51,25,23,52,3,0,0,0
*05qu1*,James Wiseman,IND,"C,Flx",FA,,1342,29.82,45,150,4,29,450,73,267,30,7,27,51,3,0,0,8
*049kf*,Mo Bamba,(N/A),"C,Flx",FA,,1341,27.37,49,124,48,21,323,58,225,46,13,43,30,2,1,0,2
*0621k*,Christian Braun,DEN,"G,F,Flx",MylS,,1337,17.59,76,146,34,24,360,48,181,59,41,17,35,0,0,0,0
*0621x*,Jaylin Williams,OKC,"F,C,Flx",FA,,1330,27.14,49,132,46,16,288,44,241,76,28,12,37,0,0,0,0
*059ca*,Oshae Brissett,(N/A),"F,Flx",FA,,1317,20.26,65,196,48,41,398,62,218,44,33,13,34,1,0,0,1
*038xi*,Robert Covington,(N/A),"F,Flx",FA,,1304,27.17,48,127,54,10,288,31,166,57,38,33,32,0,0,0,0
*05uj1*,Cameron Thomas,BKN,"G,F,Flx",FA,,1282,22.49,57,255,51,23,604,8,95,78,20,7,63,0,0,0,0
*06217*,Dyson Daniels,ATL,"G,F,Flx",TRUMP,,1281,21.71,59,121,27,14,227,36,188,134,43,11,57,0,0,0,0
*03acy*,Dario Saric,SAC,"C,Flx",FA,,1269,22.26,57,150,45,13,362,53,207,74,20,7,55,2,0,0,2
*0621d*,Ochai Agbaji,TOR,"G,F,Flx",FA,,1264,21.42,59,221,81,13,467,43,121,67,16,15,41,1,1,0,0
*04xgj*,Kendrick Nunn,(N/A),"G,Flx",FA,,1254,17.91,70,259,79,6,496,15,109,90,28,7,66,3,0,0,0
*051ox*,Nickeil Alexander-Walker,ATL,"G,Flx",PRO,,1250,21.19,59,164,61,20,363,15,101,108,32,21,55,3,0,0,0
*04jwb*,Luke Kornet,SA,"C,Flx",FA,,1243,18.01,69,57,3,7,261,86,197,53,11,46,25,1,0,0,0
*02ng4*,Will Barton,(N/A),"G,Flx",FA,,1243,22.2,56,226,66,10,379,15,137,112,28,13,48,0,0,0,0
*049kh*,Kevin Knox,GS,"F,Flx",FA,,1238,19.65,63,180,65,14,415,34,177,33,24,12,50,0,0,0,2
*05qsr*,Theo Maledon,(N/A),"G,Flx",FA,,1231,27.98,44,152,28,11,295,14,123,152,37,12,59,0,0,0,1
*05ujg*,Isaiah Livers,PHO,"F,Flx",FA,,1226,23.58,52,168,74,7,346,28,143,41,28,28,30,1,0,0,1
*01sc8*,John Wall,(N/A),"G,Flx",FA,,1209,35.56,34,200,33,36,386,14,92,178,27,12,80,2,0,0,1
*048zt*,Derrick Jones,LAC,"F,Flx",FA,,1207,18.86,64,115,27,22,319,60,153,34,29,37,25,0,0,0,0
*04xhy*,Yuta Watanabe,(N/A),"F,Flx",FA,,1205,20.78,58,118,60,13,322,30,141,48,25,17,22,0,0,0,0
*001ax*,Jeff Green,HOU,"F,Flx",FA,,1197,21.38,56,168,30,30,437,38,144,69,18,17,46,3,0,0,0
*04qsp*,Chimezie Metu,(N/A),"C,Flx",FA,,1161,17.59,66,90,9,19,321,47,198,40,22,21,32,2,1,0,0
*05qsj*,Lamar Stevens,MEM,"F,Flx",FA,,1160,18.71,62,159,30,17,328,48,207,33,27,19,27,0,0,0,1
*05qud*,Aleksej Pokusevski,(N/A),"F,Flx",FA,,1144,33.65,34,141,38,13,276,45,159,64,20,43,43,0,0,0,3
*051p4*,Ty Jerome,MEM,"G,F,Flx",ROMO,,1138,25.29,45,124,35,3,309,7,78,135,23,5,30,0,0,0,0
*05uue*,Ishmail Wainright,(N/A),"F,Flx",FA,,1136,18.93,60,143,57,5,251,45,139,53,38,22,22,0,0,0,0
*05uj6*,Jeremiah Robinson-Earl,NO,"F,C,Flx",FA,,1126,26.19,43,138,37,7,292,71,180,43,24,11,19,0,0,0,1
*04exc*,Vlatko Cancar,DEN,"F,Flx",FA,,1120,18.67,60,119,43,3,297,24,128,80,22,14,37,0,0,0,1
*05ujw*,Jericho Sims,MIL,"C,Flx",FA,,1118,21.5,52,24,0,4,178,99,242,25,15,28,27,0,0,0,2
*051p5*,Nassir Little,(N/A),"F,Flx",FA,,1116,20.67,54,169,58,13,359,27,141,50,20,20,36,2,0,0,0
*051oq*,Cam Reddish,(N/A),"G,F,Flx",FA,,1107,27.68,40,173,45,11,387,18,88,57,39,14,47,1,0,0,0
*042n2*,Kris Dunn,LAC,"G,Flx",FA,,1102,50.09,22,100,17,12,290,9,100,124,25,10,35,3,1,0,3
*04yk1*,Haywood Highsmith,MIA,"F,Flx",FA,,1086,20.11,54,123,37,15,236,57,188,43,36,17,45,0,0,0,2
*06220*,Jaden Hardy,DAL,"G,Flx",FA,,1063,22.15,48,187,63,14,420,11,89,65,17,7,46,0,0,0,0
*04qs3*,Landry Shamet,NY,"G,Flx",FA,,1059,26.48,40,187,75,6,346,11,67,93,26,5,36,1,0,0,0
*03byg*,Montrezl Harrell,(N/A),"C,Flx",FA,,1055,18.51,57,84,0,31,320,67,159,33,17,25,35,1,0,0,1
*05uj3*,DayRon Sharpe,BKN,"C,Flx",FA,,1048,21.83,48,78,6,20,227,99,200,37,15,32,42,0,0,0,2
*04exf*,Edmond Sumner,(N/A),"G,Flx",FA,,1045,19.72,53,145,31,9,378,13,79,68,31,10,50,1,0,0,0
*05ujr*,Charles Bassey,SA,"C,Flx",FA,,1044,29.83,35,48,3,15,199,75,193,47,16,33,41,0,0,0,0
*05ujs*,Sandro Mamukelashvili,TOR,"F,Flx",FA,,1028,23.91,43,133,30,18,263,70,185,62,14,12,35,0,0,0,2
*0621w*,Christian Koloko,LAL,"C,Flx",FA,,992,17.1,58,78,1,22,182,84,171,31,21,57,20,3,1,0,0
*05uin*,Chris Duarte,(N/A),"G,Flx",FA,,991,21.54,46,210,55,11,362,19,115,64,25,9,41,2,0,0,0
*0529c*,Dean Wade,CLE,"F,Flx",FA,,980,22.27,44,104,45,8,206,20,150,37,28,21,17,0,0,0,0
*04qs0*,Aaron Holiday,HOU,"G,Flx",FA,,979,15.54,63,128,36,5,247,25,74,89,37,12,36,0,0,0,0
*05uiy*,Josh Christopher,MIA,"G,Flx",FA,,959,14.98,64,176,21,15,372,20,71,73,33,15,60,0,0,0,0
*05uio*,Moses Moody,GS,"G,Flx",FA,,956,15.17,63,119,49,16,302,28,105,51,18,7,34,0,0,0,0
*04jw4*,Maxi Kleber,LAL,"F,Flx",FA,,956,25.84,37,92,39,11,220,30,135,52,12,30,27,0,0,0,0
*03nwi*,Justise Winslow,(N/A),"F,Flx",FA,,955,32.93,29,117,14,8,196,49,145,98,30,11,43,2,0,0,1
*03r7p*,Willy Hernangomez,(N/A),"C,Flx",FA,,951,25.03,38,80,3,23,262,58,180,33,17,13,39,0,0,0,2
*04xhz*,Jordan McLaughlin,SA,"G,Flx",FA,,948,22.05,43,84,24,3,161,15,62,148,32,4,33,0,0,0,0
*005l3*,DeAndre Jordan,DEN,"C,Flx",FA,,943,24.18,39,27,1,26,199,52,202,34,12,23,48,2,0,0,2
*05quh*,Zeke Nnaji,DEN,"F,C,Flx",FA,,942,17.77,53,86,17,22,277,65,138,18,17,23,31,0,0,0,1
*03bxn*,T.J. Warren,(N/A),"F,Flx",FA,,933,22.21,42,138,22,7,314,26,121,40,22,12,20,1,0,0,0
*05ujb*,JT Thor,WAS,"F,Flx",FA,,925,13.41,69,143,39,14,262,36,152,36,22,23,44,0,0,0,0
*051ou*,Romeo Langford,(N/A),"G,Flx",FA,,920,21.4,43,138,16,17,297,57,114,50,24,13,30,0,0,0,0
*051p3*,Darius Bazley,(N/A),"F,Flx",FA,,908,21.12,43,100,20,32,224,34,138,38,22,34,27,1,0,0,0
*05qve*,JaeSean Tate,HOU,"F,Flx",FA,,907,29.26,31,119,13,19,283,41,118,84,21,7,47,5,0,0,0
*05qt5*,R.J. Hampton,PHI,"G,Flx",FA,,906,19.28,47,135,41,19,302,18,87,54,27,9,42,0,0,0,0
*02nfa*,Austin Rivers,(N/A),"G,Flx",FA,,898,17.27,52,118,43,9,255,5,83,75,28,4,23,3,1,0,0
*05vyx*,Daishen Nix,(N/A),"G,Flx",FA,,888,15.58,57,156,40,12,226,18,98,132,31,7,86,2,0,0,0
*051oo*,Jaxson Hayes,LAL,"C,Flx",Sar,,843,17.94,47,70,3,25,233,39,132,34,20,19,31,1,0,0,0
*051oy*,Goga Bitadze,ORL,"C,Flx",Fent,,825,21.71,38,56,6,19,167,61,137,39,16,26,22,2,0,0,2
*05qt1*,Payton Pritchard,BOS,"G,Flx",PRO,,821,17.1,48,144,56,4,270,25,88,64,14,1,40,0,0,1,1
*062pk*,Simone Fontecchio,MIA,"F,Flx",FA,,815,15.67,52,197,63,9,328,31,86,42,15,8,39,0,0,0,0
*05uuo*,Eugene Omoruyi,(N/A),"F,Flx",FA,,814,20.35,40,127,25,24,278,43,111,28,28,3,34,0,0,0,0
*04849*,Danuel House,(N/A),"F,Flx",FA,,809,14.45,56,104,37,15,268,9,94,44,14,9,26,2,0,0,0
*05uja*,Miles McBride,NY,"G,Flx",J&J,,807,12.61,64,138,40,14,222,13,50,72,37,8,25,0,0,0,0
*0621n*,MarJon Beauchamp,NY,"F,Flx",FA,,806,15.5,52,147,47,10,266,38,115,35,21,7,45,0,0,0,0
*05qsn*,Malachi Flynn,(N/A),"G,Flx",FA,,784,14.79,53,155,47,8,246,15,76,70,21,4,25,0,0,0,0
*052fs*,Garrison Mathews,ATL,"G,F,Flx",FA,,767,14.2,54,128,63,5,257,11,73,26,24,5,19,4,1,0,0
*05yoh*,Lindy Waters,SA,"G,Flx",FA,,740,18.05,41,108,58,4,214,16,75,28,14,11,10,0,0,0,0
*04s00*,Duncan Robinson,DET,"G,F,Flx",FA,,736,17.52,42,149,63,3,268,8,69,46,14,0,28,0,0,0,0
*03nwj*,Stanley Johnson,(N/A),"F,Flx",FA,,736,24.53,30,57,18,13,174,22,95,67,16,6,33,1,0,0,0
*051pe*,Bruno Fernando,(N/A),"C,Flx",FA,,726,18.62,39,53,0,15,153,54,137,31,6,34,25,1,0,0,1
*0558v*,Javonte Green,CLE,"G,F,Flx",FA,,720,22.5,32,47,13,15,165,27,88,23,24,21,20,0,0,0,0
*059q7*,Juan Toscano-Anderson,(N/A),"F,Flx",FA,,710,13.65,52,79,8,5,155,28,124,65,16,10,34,0,0,0,0
*038xl*,Dewayne Dedmon,(N/A),"C,Flx",FA,,706,18.58,38,74,12,16,199,34,134,26,9,19,25,2,1,0,0
*0622k*,Jabari Walker,PHI,"F,C,Flx",FA,,705,12.59,56,115,16,11,216,48,131,34,10,13,29,0,0,0,0
*04qsn*,Svi Mykhailiuk,UTA,"F,Flx",FA,,703,21.97,32,96,42,13,222,15,53,53,15,4,24,0,0,0,0
*06223*,Bryce McGowens,NO,"G,Flx",FA,,702,15.26,46,122,26,20,246,20,93,54,15,6,43,0,0,0,0
*05uit*,Kai Jones,DAL,"C,Flx",EE,,699,15.2,46,53,4,7,157,37,123,15,17,30,31,1,0,0,1
*01eog*,Patty Mills,LAC,"G,Flx",FA,,694,17.35,40,123,49,5,246,8,44,56,15,3,30,0,0,0,0
*0621v*,Caleb Houstan,ORL,"F,Flx",FA,,675,13.24,51,116,46,3,193,34,99,30,12,7,18,0,0,0,0
*0621a*,Ousmane Dieng,OKC,"F,C,Flx",FA,,673,17.26,39,105,26,8,193,19,105,46,14,7,26,0,0,0,0
*042nr*,Damian Jones,(N/A),"C,Flx",FA,,666,16.24,41,31,10,7,142,42,122,15,8,21,23,0,0,0,1
*05qv9*,Anthony Gill,WAS,"F,Flx",FA,,659,11.17,59,61,4,18,195,37,99,34,7,12,15,0,0,0,0
*05uib*,Cade Cunningham,DET,"G,Flx",EE,,658,54.83,12,131,17,7,239,12,74,72,10,7,39,0,0,0,3
*031mx*,Raul Neto,(N/A),"G,Flx",FA,,644,13.42,48,53,12,3,157,10,46,79,17,4,24,1,0,0,0
*027pt*,Davis Bertans,(N/A),"F,Flx",FA,,638,14.18,45,91,55,2,206,10,53,21,11,8,10,2,0,0,0
*0392f*,Rodney McGruder,(N/A),"G,Flx",FA,,635,19.84,32,90,41,4,183,20,74,28,16,1,11,0,0,0,0
*01en8*,Taj Gibson,CHA,"C,Flx",FA,,634,12.94,49,60,8,12,168,32,93,34,15,12,26,0,0,0,0
*0621o*,Blake Wesley,POR,"G,Flx",FA,,628,16.97,37,146,20,18,184,11,81,99,25,5,65,0,0,0,0
*051ow*,Chuma Okeke,CLE,"F,Flx",FA,,624,23.11,27,79,26,5,128,26,96,37,19,11,17,0,0,0,0
*051pp*,Isaiah Roby,(N/A),"F,Flx",FA,,624,14.86,42,88,18,21,172,21,107,38,18,7,31,0,0,0,0
*0598b*,Moses Brown,(N/A),"C,Flx",FA,,610,16.94,36,35,0,39,155,57,139,4,4,14,15,0,0,0,3
*0622z*,Orlando Robinson,ORL,"C,Flx",J&J,,602,19.42,31,42,0,9,116,48,126,25,12,12,16,0,0,0,0
*042nb*,Juancho Hernangomez,(N/A),"F,Flx",FA,,598,14.24,42,66,17,7,122,27,123,25,16,6,15,0,0,0,1
*031m8*,Gorgui Dieng,(N/A),"C,Flx",FA,,582,18.77,31,72,21,3,121,27,107,53,4,14,32,0,0,0,2
*05uik*,Ziaire Williams,BKN,"F,Flx",FA,,579,15.65,37,112,25,5,210,16,79,35,14,6,37,0,0,0,0
*05qu5*,Udoka Azubuike,(N/A),"C,Flx",FA,,573,15.92,36,13,0,13,125,31,119,11,6,15,18,0,0,0,0
*0626t*,Dominick Barlow,PHI,"F,Flx",FA,,569,20.32,28,40,0,7,110,46,102,24,10,19,15,0,0,0,2
*05uiv*,Keon Johnson,BKN,"G,Flx",TRUMP,,554,13.85,40,111,28,14,189,11,44,59,19,6,43,0,0,0,0
*05qu4*,Saben Lee,(N/A),"G,Flx",FA,,554,22.16,25,72,11,15,151,13,45,67,19,1,24,0,0,0,1
*043cj*,Gary Payton II,GS,"G,Flx",FA,,550,25,22,28,13,1,101,24,69,30,22,5,16,1,0,0,0
*05uil*,James Bouknight,(N/A),"G,Flx",FA,,538,15.82,34,124,33,10,191,8,72,41,14,5,32,0,0,0,0
*02nfy*,Jae Crowder,SAC,"F,Flx",FA,,532,29.56,18,49,24,2,124,17,69,27,12,6,7,1,0,0,0
*05uuh*,Duane Washington,(N/A),"G,Flx",FA,,523,16.87,31,162,40,8,244,2,36,63,6,4,34,0,0,0,0
*051pm*,Admiral Schofield,(N/A),"F,Flx",FA,,522,14.11,37,67,24,2,155,23,62,31,8,5,16,0,0,0,0
*04416*,Frank Ntilikina,(N/A),"G,Flx",FA,,513,10.91,47,84,17,11,135,7,62,58,16,7,29,0,0,0,0
*05ujq*,Luka Garza,BOS,"C,Flx",FA,,498,17.79,28,53,14,11,181,33,63,18,3,2,14,0,0,0,0
*05qzd*,Kevon Harris,HOU,"G,Flx",FA,,496,14.59,34,60,16,10,141,28,70,16,17,5,21,0,0,0,0
*059g0*,Amir Coffey,LAC,"G,F,Flx",FA,,487,9.74,50,89,11,14,172,17,53,53,7,5,21,0,0,0,0
*0621y*,Max Christie,DAL,"G,F,Flx",TRUMP,,484,11.8,41,62,26,2,128,7,75,21,9,7,13,0,0,0,0
*027ox*,Markieff Morris,LAL,"F,Flx",FA,,484,13.83,35,68,28,0,132,13,71,31,9,5,18,3,0,0,1
*02nfk*,Evan Fournier,(N/A),"G,Flx",FA,,480,17.78,27,110,35,3,165,4,49,36,16,3,22,1,0,0,0
*062dn*,Julian Champagnie,SA,"F,Flx",PRO,,476,28,17,71,33,3,165,10,60,10,6,5,11,1,0,0,1
*06234*,AJ Green,MIL,"G,Flx",FA,,476,13.6,35,72,44,0,154,6,45,22,6,0,9,0,0,0,0
*05ujk*,Dalano Banton,POR,"G,Flx",FA,,475,15.32,31,75,15,7,142,11,45,36,13,13,18,0,0,0,0
*03r7r*,Richaun Holmes,WAS,"F,C,Flx",FA,,457,10.88,42,34,5,4,130,29,80,9,3,11,14,0,0,0,1
*05uuw*,McKinley Wright,(N/A),"G,Flx",FA,,452,16.74,27,52,9,6,114,9,47,58,8,5,19,0,0,0,0
*0621s*,TyTy Washington,LAC,"G,Flx",FA,,438,14.13,31,102,19,8,145,2,45,47,15,2,14,0,0,0,0
*06219*,Johnny Davis,(N/A),"G,Flx",FA,,436,15.57,28,105,17,13,163,10,65,28,10,8,17,0,0,0,0
*05uji*,Kessler Edwards,DAL,"F,Flx",FA,,429,11.92,36,57,17,4,100,23,61,23,14,6,13,0,0,0,0
*05qts*,Nathan Knight,(N/A),"F,Flx",FA,,423,11.13,38,35,8,18,139,22,56,13,10,6,21,1,0,0,0
*04uq6*,Theo Pinson,(N/A),"G,Flx",FA,,418,10.45,40,56,22,2,95,10,63,46,6,1,12,3,0,1,1
*0621i*,Jake LaRavia,LAL,"F,Flx",FA,,412,11.77,35,58,24,2,105,19,63,21,12,4,18,0,1,0,0
*03nwo*,Frank Kaminsky,(N/A),"C,Flx",FA,,386,10.72,36,32,13,2,89,7,52,32,6,4,9,1,0,0,0
*042nl*,Furkan Korkmaz,(N/A),"G,Flx",FA,,378,10.22,37,63,18,10,140,6,42,22,10,3,24,0,0,0,0
*06221*,Kennedy Chandler,(N/A),"G,Flx",FA,,374,10.39,36,48,2,7,78,9,38,58,12,5,18,0,0,0,0
*04eww*,Davon Reed,(N/A),"G,Flx",FA,,372,8.65,43,56,17,8,89,10,59,23,15,4,20,0,0,0,0
*0661b*,Jamal Cain,ORL,"F,Flx",FA,,367,20.39,18,29,7,5,98,15,52,12,11,1,6,0,0,0,0
*05qtu*,Skylar Mays,(N/A),"G,Flx",FA,,365,60.83,6,34,12,1,92,2,19,50,6,1,10,0,0,0,1
*05qtc*,Kira Lewis,(N/A),"G,Flx",FA,,362,14.48,25,48,15,3,114,5,33,23,10,2,10,0,0,0,0
*06235*,Kenneth Lofton,(N/A),"F,Flx",FA,,358,14.92,24,44,6,11,120,19,51,20,5,2,12,0,0,0,1
*0621r*,Patrick Baldwin,LAC,"F,Flx",FA,,350,11.29,31,66,32,2,122,1,40,11,6,4,11,0,0,0,0
*031lr*,Cody Zeller,(N/A),"C,Flx",FA,,330,22,15,22,0,11,98,25,64,10,3,4,14,0,0,0,0
*05ujp*,Brandon Boston,NO,"G,F,Flx",FA,,328,14.91,22,71,12,9,143,7,30,20,9,0,12,0,0,0,0
*0621h*,Dalen Terry,CHI,"G,F,Flx",FA,,326,8.58,38,40,7,7,85,12,37,22,11,5,8,0,0,0,0
*05xco*,Matt Ryan,(N/A),"F,Flx",FA,,326,9.59,34,68,32,2,122,4,26,16,5,1,7,0,0,0,0
*05uuj*,Terry Taylor,SAC,"F,Flx",FA,,291,9.39,31,36,5,5,89,27,47,10,3,6,9,0,0,0,0
